player,position,team,week,season,receiver_id,xFP,actual_FP,target,air_yards,rz_target,receptions,receiving_yards,receiving_touchdowns,carries,rush_yards,rush_touchdowns,goal_line_carry,adot,catch_rate,ypt,fp_diff,games
J.K. Dobbins,RB,DEN,1,2025,J.K. Dobbins-DEN,12.8,14.8,2,-3,NA,NA,NA,NA,16,63,1,1,NA,NA,NA,2,1
Tyler Badie,RB,DEN,1,2025,Tyler Badie-DEN,10.3,3.6,6,18,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,-6.700000000000001,1
Troy Franklin,WR,DEN,1,2025,00-003986800-003986800-003986800-003986800-003986800-0039868,10,8.4,6,45,0,4,44,0,0,0,0,0,7.5,0.7,7.3,-1.5999999999999996,1
Marvin Mims Jr.,WR,DEN,1,2025,00-003897600-003897600-003897600-0038976,7,4.2,4,35,0,3,12,0,0,0,0,0,8.75,0.8,3,-2.8,1
Evan Engram,TE,DEN,1,2025,00-003388100-003388100-003388100-0033881,6,5.1,4,10,0,3,21,0,0,0,0,0,2.5,0.8,5.3,-0.9000000000000004,1
RJ Harvey,RB,DEN,1,2025,RJ Harvey-DEN,4.6,7.9,1,-2,NA,NA,NA,NA,6,70,0,0,NA,NA,NA,3.3000000000000007,1
Lucas Krull,TE,DEN,1,2025,00-003753900-0037539,3.2,1.6,2,9,0,1,6,0,0,0,0,0,4.5,0.5,3,-1.6,1
Trent Sherfield,WR,DEN,1,2025,00-0034487,1.5,1.3,1,-2,1,1,3,0,0,0,0,0,-2,1,3,-0.19999999999999996,1
Adam Trautman,TE,DEN,1,2025,00-0036422,1.5,1.5,1,5,0,1,5,0,0,0,0,0,5,1,5,0,1
Adam Prentice,RB,DEN,1,2025,Adam Prentice-DEN,1.4,1.4,1,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1
Jahmyr Gibbs,RB,DET,1,2025,Jahmyr Gibbs-DET,19.7,15,10,0,NA,NA,NA,NA,9,19,0,1,NA,NA,NA,-4.699999999999999,1
Sam LaPorta,TE,DET,1,2025,00-003906500-003906500-003906500-003906500-003906500-003906500-003906500-003906500-0039065,14.3,13.9,9,45,2,6,79,0,0,0,0,0,5,0.7,8.8,-0.40000000000000036,1
David Montgomery,RB,DET,1,2025,David Montgomery-DET,11.7,8.3,4,4,NA,NA,NA,NA,11,25,0,0,NA,NA,NA,-3.3999999999999986,1
Amon-Ra St. Brown,WR,DET,1,2025,00-003696300-003696300-003696300-003696300-003696300-0036963,10.7,8.5,6,53,2,4,45,0,0,0,0,0,8.833333015,0.7,7.5,-2.1999999999999993,1
Jameson Williams,WR,DET,1,2025,00-003724000-003724000-003724000-003724000-0037240,7.5,6.3,5,26,1,4,23,0,0,0,0,0,5.199999809,0.8,4.6,-1.2000000000000002,1
Kalif Raymond,WR,DET,1,2025,00-003246400-003246400-0032464,4.5,3.6,3,23,0,2,16,0,0,0,0,0,7.666666508,0.7,5.3,-0.8999999999999999,1
Isaac TeSlaa,WR,DET,1,2025,00-0040669,2.6,8.3,1,13,1,1,13,1,0,0,0,0,13,1,13,5.700000000000001,1
Josh Jacobs,RB,GB,1,2025,Josh Jacobs-GB,14.5,14,1,1,NA,NA,NA,NA,19,66,1,3,NA,NA,NA,-0.5,1
Romeo Doubs,WR,GB,1,2025,00-003781600-003781600-003781600-0037816,10.3,8.8,4,92,2,2,68,0,0,0,0,0,23,0.5,17,-1.5,1
Jayden Reed,WR,GB,1,2025,00-003914600-003914600-003914600-003914600-0039146,9.3,13.5,5,70,1,3,45,1,0,0,0,0,14,0.6,9,4.199999999999999,1
Tucker Kraft,TE,GB,1,2025,00-003899600-003899600-003899600-0038996,7.2,9.6,4,51,1,2,16,1,0,0,0,0,12.75,0.5,4,2.3999999999999995,1
Dontayvion Wicks,WR,GB,1,2025,00-003839300-0038393,3.8,5,2,27,0,2,30,0,0,0,0,0,13.5,1,15,1.2000000000000002,1
Matthew Golden,WR,GB,1,2025,00-004066700-0040667,2.9,3.6,2,10,0,2,16,0,0,0,0,0,5,1,8,0.7000000000000002,1
Chris Brooks,RB,GB,1,2025,Chris Brooks-GB,2.3,1.3,1,2,NA,NA,NA,NA,1,1,0,0,NA,NA,NA,-0.9999999999999998,1
Savion Williams,WR,GB,1,2025,00-0040009,1.5,1.1,1,-3,1,1,1,0,0,0,0,0,-3,1,1,-0.3999999999999999,1
Luke Musgrave,TE,GB,1,2025,00-0039144,1.4,1.4,1,1,0,1,4,0,0,0,0,0,1,1,4,0,1
John FitzPatrick,TE,GB,1,2025,00-0037306,1.4,1.2,1,2,0,1,2,0,0,0,0,0,2,1,2,-0.19999999999999996,1
Emanuel Wilson,RB,GB,1,2025,Emanuel Wilson-GB,0.5,0.4,0,0,NA,NA,NA,NA,1,4,0,0,NA,NA,NA,-0.09999999999999998,1
Nico Collins,WR,HOU,1,2025,00-003655400-003655400-003655400-003655400-0036554,7.8,5.5,5,35,1,3,25,0,0,0,0,0,7,0.6,5,-2.3,1
Nick Chubb,RB,HOU,1,2025,Nick Chubb-HOU,7.8,6,1,5,NA,NA,NA,NA,13,60,0,0,NA,NA,NA,-1.7999999999999998,1
Dalton Schultz,TE,HOU,1,2025,00-003438300-003438300-003438300-003438300-0034383,7.6,5.8,5,25,0,3,28,0,0,0,0,0,5,0.6,5.6,-1.7999999999999998,1
Cade Stover,TE,HOU,1,2025,00-003935900-003935900-003935900-0039359,5.5,6.2,4,9,0,4,22,0,0,0,0,0,2.25,1,5.5,0.7000000000000002,1
Jayden Higgins,WR,HOU,1,2025,00-004013000-004013000-0040130,5.1,5.2,3,52,0,2,32,0,0,0,0,0,17.33333397,0.7,10.7,0.10000000000000053,1
Dare Ogunbowale,RB,HOU,1,2025,Dare Ogunbowale-HOU,3.8,4.6,2,5,NA,NA,NA,NA,2,9,0,0,NA,NA,NA,0.7999999999999998,1
Xavier Hutchinson,WR,HOU,1,2025,00-003861800-0038618,3.2,5,2,29,0,2,30,0,0,0,0,0,14.5,1,15,1.7999999999999998,1
Justin Watson,WR,HOU,1,2025,00-003438600-0034386,2.9,4.7,2,14,0,2,27,0,0,0,0,0,7,1,13.5,1.8000000000000003,1
Jaylin Noel,WR,HOU,1,2025,00-004013800-0040138,2.8,1.7,2,2,0,1,7,0,0,0,0,0,1,0.5,3.5,-1.0999999999999999,1
Dameon Pierce,RB,HOU,1,2025,Dameon Pierce-HOU,2.8,0.5,1,-4,NA,NA,NA,NA,3,5,0,0,NA,NA,NA,-2.3,1
Woody Marks,RB,HOU,1,2025,Woody Marks-HOU,1.2,0.3,0,0,NA,NA,NA,NA,3,3,0,0,NA,NA,NA,-0.8999999999999999,1
Jonathan Taylor,RB,IND,1,2025,Jonathan Taylor-IND,17.7,12.8,3,-2,NA,NA,NA,NA,18,71,0,2,NA,NA,NA,-4.899999999999999,1
Tyler Warren,TE,IND,1,2025,00-004012800-004012800-004012800-004012800-004012800-004012800-004012800-004012800-0040128,15.8,14.6,9,47,2,7,76,0,0,0,0,0,5.222222328,0.8,8.4,-1.200000000000001,1
Michael Pittman,WR,IND,1,2025,00-003625200-003625200-003625200-003625200-003625200-003625200-003625200-0036252,12.7,20,8,54,0,6,80,1,0,0,0,0,6.75,0.8,10,7.300000000000001,1
DJ Giddens,RB,IND,1,2025,DJ Giddens-IND,8.9,4.1,0,0,NA,NA,NA,NA,12,41,0,1,NA,NA,NA,-4.800000000000001,1
Alec Pierce,WR,IND,1,2025,00-003766400-003766400-0037664,7.1,4.6,3,61,1,1,36,0,0,0,0,0,20.33333397,0.3,12,-2.5,1
Josh Downs,WR,IND,1,2025,00-003899700-003899700-0038997,4.3,3.2,3,13,0,2,12,0,0,0,0,0,4.333333492,0.7,4,-1.0999999999999996,1
Adonai Mitchell,WR,IND,1,2025,00-003989000-0039890,3.2,4.1,2,21,0,2,21,0,0,0,0,0,10.5,1,10.5,0.8999999999999995,1
Mo Alie-Cox,TE,IND,1,2025,00-0033217,1.5,3,1,2,0,1,20,0,0,0,0,0,2,1,20,1.5,1
Ulysses Bentley IV,RB,IND,1,2025,Ulysses Bentley IV-IND,0.5,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,-0.5,1
Travis Etienne,RB,JAX,1,2025,Travis Etienne-JAX,13.5,18.6,3,-10,NA,NA,NA,NA,16,143,0,0,NA,NA,NA,5.100000000000001,1
Travis Hunter,WR,JAX,1,2025,00-004071800-004071800-004071800-004071800-004071800-004071800-004071800-0040718,13.4,9.3,8,59,1,6,33,0,0,0,0,0,7.375,0.8,4.1,-4.1,1
Brian Thomas Jr.,WR,JAX,1,2025,00-003989300-003989300-003989300-003989300-003989300-003989300-0039893,12.3,2.1,7,92,0,1,11,0,0,0,0,0,13.14285755,0.1,1.6,-10.200000000000001,1
Dyami Brown,WR,JAX,1,2025,00-003662600-003662600-003662600-0036626,7,8.2,4,54,0,3,52,0,0,0,0,0,13.5,0.8,13,1.1999999999999993,1
Brenton Strange,TE,JAX,1,2025,00-003893500-003893500-003893500-0038935,6.7,9.9,4,36,0,4,59,0,0,0,0,0,9,1,14.8,3.2,1
Hunter Long,TE,JAX,1,2025,00-0037004,3.2,7.6,1,6,1,1,6,1,0,0,0,0,6,1,6,4.3999999999999995,1
Tank Bigsby,RB,JAX,1,2025,Tank Bigsby-JAX,3.2,1.2,0,0,NA,NA,NA,NA,5,12,0,0,NA,NA,NA,-2,1
Bhayshul Tuten,RB,JAX,1,2025,Bhayshul Tuten-JAX,2.6,1.1,0,0,NA,NA,NA,NA,3,11,0,0,NA,NA,NA,-1.5,1
LeQuint Allen Jr.,RB,JAX,1,2025,LeQuint Allen Jr.-JAX,2.3,2.1,1,-4,NA,NA,NA,NA,1,7,0,0,NA,NA,NA,-0.19999999999999973,1
Johnny Mundt,TE,JAX,1,2025,00-0033246,1.4,0,1,-3,0,0,0,0,0,0,0,0,-3,0,0,-1.4,1
Marquise Brown,WR,KC,1,2025,00-003566200-003566200-003566200-003566200-003566200-003566200-003566200-003566200-003566200-003566200-003566200-003566200-003566200-003566200-003566200-0035662,27.8,19.9,16,101,3,10,99,0,0,0,0,0,6.3125,0.6,6.2,-7.900000000000002,1
Tyquan Thornton,WR,KC,1,2025,00-003810400-003810400-003810400-0038104,8.9,6.1,4,115,0,2,41,0,0,0,0,0,28.75,0.5,10.3,-2.8000000000000007,1
Travis Kelce,TE,KC,1,2025,00-003050600-003050600-003050600-0030506,7.8,12.7,4,24,1,2,47,1,0,0,0,0,6,0.5,11.8,4.8999999999999995,1
Isiah Pacheco,RB,KC,1,2025,Isiah Pacheco-KC,7.4,4.8,3,-12,NA,NA,NA,NA,5,25,0,0,NA,NA,NA,-2.6000000000000005,1
JuJu Smith-Schuster,WR,KC,1,2025,00-003385700-003385700-003385700-003385700-0033857,7.2,10.5,5,29,0,5,55,0,0,0,0,0,5.800000191,1,11,3.3,1
Kareem Hunt,RB,KC,1,2025,Kareem Hunt-KC,6.9,4.6,3,-2,NA,NA,NA,NA,5,16,0,0,NA,NA,NA,-2.3000000000000007,1
Jason Brownlee,WR,KC,1,2025,00-0038492,2.7,0,1,9,1,0,0,0,0,0,0,0,9,0,0,-2.7,1
Noah Gray,TE,KC,1,2025,00-0036637,1.5,1.3,1,3,0,1,3,0,0,0,0,0,3,1,3,-0.19999999999999996,1
Xavier Worthy,WR,KC,1,2025,00-0039894,1.4,0,1,4,0,0,0,0,0,0,0,0,4,0,0,-1.4,1
Keenan Allen,WR,LAC,1,2025,00-003027900-003027900-003027900-003027900-003027900-003027900-003027900-003027900-003027900-0030279,16.1,19.8,10,89,1,7,68,1,0,0,0,0,8.899999619,0.7,6.8,3.6999999999999993,1
Quentin Johnston,WR,LAC,1,2025,00-003854400-003854400-003854400-003854400-003854400-003854400-0038544,15.6,24.9,7,87,2,5,79,2,0,0,0,0,12.428571700000001,0.7,11.3,9.299999999999999,1
Ladd McConkey,WR,LAC,1,2025,00-003991500-003991500-003991500-003991500-003991500-003991500-003991500-003991500-0039915,15.2,13.4,9,97,0,6,74,0,0,0,0,0,10.77777767,0.7,8.2,-1.799999999999999,1
Omarion Hampton,RB,LAC,1,2025,Omarion Hampton-LAC,11,8.1,2,-4,NA,NA,NA,NA,15,48,0,0,NA,NA,NA,-2.9000000000000004,1
Tyler Conklin,TE,LAC,1,2025,00-003427000-0034270,3.8,7,2,28,0,2,50,0,0,0,0,0,14,1,25,3.2,1
KeAndre Lambert-Smith,WR,LAC,1,2025,00-0040184,3.1,0,1,30,0,0,0,0,0,0,0,0,30,0,0,-3.1,1
Najee Harris,RB,LAC,1,2025,Najee Harris-LAC,1.9,2,1,5,NA,NA,NA,NA,1,5,0,0,NA,NA,NA,0.10000000000000009,1
Will Dissly,TE,LAC,1,2025,00-0034159,1.5,2.8,1,5,0,1,18,0,0,0,0,0,5,1,18,1.2999999999999998,1
Tre Harris,WR,LAC,1,2025,00-0040727,1.4,2.1,1,5,0,1,11,0,0,0,0,0,5,1,11,0.7000000000000002,1
Puka Nacua,WR,LAR,1,2025,00-003907500-003907500-003907500-003907500-003907500-003907500-003907500-003907500-003907500-003907500-0039075,17.6,23,11,98,0,10,130,0,0,0,0,0,8.909090996,0.9,11.8,5.399999999999999,1
Kyren Williams,RB,LAR,1,2025,Kyren Williams-LA,15,13.9,2,-12,NA,NA,NA,NA,18,66,1,2,NA,NA,NA,-1.0999999999999996,1
Davante Adams,WR,LAR,1,2025,00-003138100-003138100-003138100-003138100-003138100-003138100-003138100-0031381,12.7,9.1,8,70,0,4,51,0,0,0,0,0,8.75,0.5,6.4,-3.5999999999999996,1
Davis Allen,TE,LAR,1,2025,00-003907400-0039074,4.9,8.3,2,35,1,1,13,1,0,0,0,0,17.5,0.5,6.5,3.4000000000000004,1
Colby Parkinson,TE,LAR,1,2025,00-003624400-0036244,3.2,1.4,2,0,1,2,-6,0,0,0,0,0,0,1,-3,-1.8000000000000003,1
Xavier Smith,WR,LAR,1,2025,00-0038359,2.4,4.6,1,36,0,1,36,0,0,0,0,0,36,1,36,2.1999999999999997,1
Blake Corum,RB,LAR,1,2025,Blake Corum-LA,2.1,2.6,1,-2,NA,NA,NA,NA,1,2,0,0,NA,NA,NA,0.5,1
Tutu Atwell,WR,LAR,1,2025,00-0036849,1.4,1.4,1,4,0,1,4,0,0,0,0,0,4,1,4,0,1
Jakobi Meyers,WR,LV,1,2025,00-003496000-003496000-003496000-003496000-003496000-003496000-003496000-003496000-003496000-0034960,15.5,17.7,10,81,0,8,97,0,0,0,0,0,8.100000381,0.8,9.7,2.1999999999999993,1
Ashton Jeanty,RB,LV,1,2025,Ashton Jeanty-LV,14.5,12,2,-4,NA,NA,NA,NA,19,38,1,1,NA,NA,NA,-2.5,1
Brock Bowers,TE,LV,1,2025,00-003933800-003933800-003933800-003933800-003933800-003933800-003933800-0039338,12.6,15.3,8,80,0,5,103,0,0,0,0,0,10,0.6,12.9,2.700000000000001,1
Dont'e Thornton Jr.,WR,LV,1,2025,00-004058100-004058100-004058100-0040581,6.9,6.5,4,100,0,2,45,0,0,0,0,0,25,0.5,11.3,-0.40000000000000036,1
Michael Mayer,TE,LV,1,2025,00-003906600-003906600-003906600-0039066,6.9,7.8,4,14,1,4,38,0,0,0,0,0,3.5,1,9.5,0.8999999999999995,1
Tre Tucker,WR,LV,1,2025,00-003856300-003856300-0038563,6.8,13.4,3,63,0,2,54,1,0,0,0,0,21,0.7,18,6.6000000000000005,1
Jack Bech,WR,LV,1,2025,00-0040729,1.8,3.3,1,13,0,1,23,0,0,0,0,0,13,1,23,1.4999999999999998,1
Alex Bachman,WR,LV,1,2025,00-0035602,1.4,0,1,4,0,0,0,0,0,0,0,0,4,0,0,-1.4,1
Zamir White,RB,LV,1,2025,Zamir White-LV,1.3,0.8,0,0,NA,NA,NA,NA,3,8,0,0,NA,NA,NA,-0.5,1
Tyreek Hill,WR,MIA,1,2025,00-003304000-003304000-003304000-003304000-003304000-0033040,10.4,8,6,86,0,4,40,0,0,0,0,0,14.33333302,0.7,6.7,-2.4000000000000004,1
De'Von Achane,RB,MIA,1,2025,De'Von Achane-MIA,9.2,16.5,4,-3,NA,NA,NA,NA,7,55,0,0,NA,NA,NA,7.300000000000001,1
Jaylen Waddle,WR,MIA,1,2025,00-003661300-003661300-003661300-003661300-0036613,9,7,5,21,1,4,30,0,0,0,0,0,4.199999809,0.8,6,-2,1
Tanner Conner,WR,MIA,1,2025,00-003734800-003734800-003734800-0037348,8,4,4,27,1,2,20,0,0,0,0,0,6.75,0.5,5,-4,1
Malik Washington,WR,MIA,1,2025,00-003988000-003988000-003988000-003988000-0039880,7.8,4,5,47,0,2,20,0,0,0,0,0,9.399999619,0.4,4,-3.8,1
Dee Eskridge,WR,MIA,1,2025,00-003662000-0036620,3.5,1.9,2,33,0,1,9,0,0,0,0,0,16.5,0.5,4.5,-1.6,1
Nick Westbrook-Ikhine,WR,MIA,1,2025,00-003618200-0036182,3.2,1.7,2,13,0,1,7,0,0,0,0,0,6.5,0.5,3.5,-1.5000000000000002,1
Alec Ingold,RB,MIA,1,2025,Alec Ingold-MIA,2.7,1.1,2,11,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,-1.6,1
Ollie Gordon II,RB,MIA,1,2025,Ollie Gordon II-MIA,2.5,1.3,1,-5,NA,NA,NA,NA,2,4,0,1,NA,NA,NA,-1.2,1
Justin Jefferson,WR,MIN,1,2025,00-003632200-003632200-003632200-003632200-003632200-003632200-0036322,12.5,14.4,7,69,2,4,44,1,0,0,0,0,9.857142448,0.6,6.3,1.9000000000000004,1
Jordan Mason,RB,MIN,1,2025,Jordan Mason-MIN,9.5,8.5,1,-5,NA,NA,NA,NA,15,68,0,0,NA,NA,NA,-1,1
Aaron Jones,RB,MIN,1,2025,Aaron Jones-MIN,9.2,15.7,3,21,NA,NA,NA,NA,8,23,0,0,NA,NA,NA,6.5,1
T.J. Hockenson,TE,MIN,1,2025,00-003522900-003522900-003522900-0035229,5.8,4.5,4,13,0,3,15,0,0,0,0,0,3.25,0.8,3.8,-1.2999999999999998,1
Jalen Nailor,WR,MIN,1,2025,00-003729100-003729100-0037291,4.9,3.8,3,15,1,1,28,0,0,0,0,0,5,0.3,9.3,-1.1000000000000005,1
Adam Thielen,WR,MIN,1,2025,00-0030035,1.4,0,1,7,0,0,0,0,0,0,0,0,7,0,0,-1.4,1
Josh Oliver,TE,MIN,1,2025,00-0035249,1.3,1.5,1,-3,0,1,5,0,0,0,0,0,-3,1,5,0.19999999999999996,1
Kayshon Boutte,WR,NE,1,2025,00-003860800-003860800-003860800-003860800-003860800-003860800-003860800-0038608,14.8,16.3,8,137,0,6,103,0,0,0,0,0,17.125,0.8,12.9,1.5,1
Hunter Henry,TE,NE,1,2025,00-003309000-003309000-003309000-003309000-003309000-003309000-003309000-0033090,14.5,10.6,8,117,0,4,66,0,0,0,0,0,14.625,0.5,8.3,-3.9000000000000004,1
DeMario Douglas,WR,NE,1,2025,00-003862100-003862100-003862100-003862100-003862100-003862100-0038621,13.6,7.8,7,22,3,2,-2,1,0,0,0,0,3.1428570749999998,0.3,-0.3,-5.8,1
Stefon Diggs,WR,NE,1,2025,00-003158800-003158800-003158800-003158800-003158800-003158800-0031588,11.3,11.7,7,61,0,6,57,0,0,0,0,0,8.714285851,0.9,8.1,0.3999999999999986,1
TreVeyon Henderson,RB,NE,1,2025,TreVeyon Henderson-NE,11.3,11.1,6,-19,NA,NA,NA,NA,5,27,0,0,NA,NA,NA,-0.20000000000000107,1
Rhamondre Stevenson,RB,NE,1,2025,Rhamondre Stevenson-NE,8.2,4.7,3,3,NA,NA,NA,NA,7,15,0,1,NA,NA,NA,-3.499999999999999,1
Mack Hollins,WR,NE,1,2025,00-003355500-0033555,2.9,1.3,2,13,0,1,3,0,0,0,0,0,6.5,0.5,1.5,-1.5999999999999999,1
Austin Hooper,TE,NE,1,2025,00-0032392,1.8,2,1,3,1,1,10,0,0,0,0,0,3,1,10,0.19999999999999996,1
Kyle Williams,WR,NE,1,2025,00-0040131,1.8,2.2,1,12,0,1,12,0,0,0,0,0,12,1,12,0.40000000000000013,1
Antonio Gibson,RB,NE,1,2025,Antonio Gibson-NE,1.8,0.3,1,4,NA,NA,NA,NA,1,3,0,0,NA,NA,NA,-1.5,1
Drake Maye,QB,NE,1,2025,00-0039851,0,1.2,1,-8,0,1,2,0,0,0,0,0,-8,1,2,1.2,1
Chris Olave,WR,NO,1,2025,00-003723900-003723900-003723900-003723900-003723900-003723900-003723900-003723900-003723900-003723900-003723900-003723900-0037239,20.5,12.4,13,97,1,7,54,0,0,0,0,0,7.461538315,0.5,4.2,-8.1,1
Juwan Johnson,TE,NO,1,2025,00-003604000-003604000-003604000-003604000-003604000-003604000-003604000-003604000-003604000-003604000-0036040,18.7,15.6,11,89,2,8,76,0,0,0,0,0,8.090909004,0.7,6.9,-3.0999999999999996,1
Rashid Shaheed,WR,NO,1,2025,00-003754500-003754500-003754500-003754500-003754500-003754500-003754500-003754500-0037545,14.8,9.3,9,79,1,6,33,0,0,0,0,0,8.777777672,0.7,3.7,-5.5,1
